data de publicação,UF,Unidade da Federação,Tipo,dado,escala,sexo,Ano epidemiológico,Semana epidemiológica,Ano e semana epidemiológica,Situação do dado,Casos semanais reportados até a última atualização,Idade desconhecida,< 2 anos,0-4 anos,10-19 anos,2-4 anos,20-29 anos,30-39 anos,40-49 anos,5-9 anos,50-59 anos,60+ anos,Testes positivos,Testes negativos,Casos aguardando resultado,Casos sem informação laboratorial,Casos sem teste laboratorial,Resultado inconclusivo,Influenza A,Influenza B,SARS-CoV-2,Vírus sincicial respiratório (VSR),Parainfluenza 1,Parainfluenza 2,Parainfluenza 3,Adenovirus
2020-11-24,0,Brasil,País,obitocovid,casos,Total,2020,36,2020W36,Dado estável. Sujeito a pequenas alterações.,3659.0,0.0,6.0,,6.0,1.0,44.0,98.0,242.0,2.0,426.0,2834.0,3659.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3659.0,0.0,0.0,0.0,0.0,0.0
2020-11-24,0,Brasil,País,obitocovid,casos,Total,2020,37,2020W37,Dado estável. Sujeito a pequenas alterações.,3179.0,0.0,4.0,,6.0,0.0,32.0,79.0,191.0,2.0,356.0,2509.0,3179.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3179.0,0.0,0.0,0.0,0.0,0.0
2020-11-24,0,Brasil,País,obitocovid,casos,Total,2020,38,2020W38,Dado estável. Sujeito a pequenas alterações.,2833.0,0.0,2.0,,9.0,3.0,25.0,79.0,161.0,0.0,355.0,2199.0,2833.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2833.0,0.0,1.0,0.0,0.0,1.0
2020-11-24,0,Brasil,País,obitocovid,casos,Total,2020,39,2020W39,Dado estável. Sujeito a pequenas alterações.,2551.0,0.0,7.0,,1.0,0.0,22.0,72.0,130.0,1.0,301.0,2017.0,2551.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2551.0,2.0,0.0,0.0,0.0,0.0
2020-11-24,0,Brasil,País,obitocovid,casos,Total,2020,40,2020W40,Dados incompletos. Sujeito a grandes alterações.,2347.0,0.0,4.0,,9.0,0.0,19.0,73.0,134.0,0.0,266.0,1842.0,2347.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2347.0,0.0,0.0,0.0,0.0,0.0
2020-11-24,0,Brasil,País,obitocovid,casos,Total,2020,41,2020W41,Dados incompletos. Sujeito a grandes alterações.,2121.0,0.0,4.0,,8.0,0.0,28.0,45.0,118.0,2.0,227.0,1689.0,2121.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2121.0,0.0,0.0,0.0,0.0,0.0
2020-11-24,0,Brasil,País,obitocovid,casos,Total,2020,42,2020W42,Dados incompletos. Sujeito a grandes alterações.,1676.0,0.0,2.0,,4.0,1.0,20.0,43.0,99.0,1.0,181.0,1325.0,1676.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1676.0,1.0,0.0,0.0,0.0,0.0
2020-11-24,0,Brasil,País,obitocovid,casos,Total,2020,43,2020W43,Dados incompletos. Sujeito a grandes alterações.,1547.0,0.0,6.0,,4.0,1.0,11.0,49.0,79.0,4.0,159.0,1234.0,1547.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1547.0,1.0,0.0,0.0,0.0,0.0
2020-11-24,0,Brasil,País,obitocovid,casos,Total,2020,44,2020W44,Dados incompletos. Sujeito a grandes alterações.,1195.0,0.0,3.0,,4.0,0.0,15.0,35.0,66.0,0.0,115.0,957.0,1195.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1195.0,0.0,0.0,0.0,0.0,0.0
2020-11-24,0,Brasil,País,obitocovid,casos,Total,2020,45,2020W45,Dados incompletos. Sujeito a grandes alterações.,815.0,0.0,1.0,,0.0,0.0,11.0,30.0,38.0,0.0,85.0,650.0,815.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,815.0,0.0,0.0,0.0,0.0,0.0
2020-11-24,0,Brasil,País,obitocovid,casos,Total,2020,46,2020W46,Dados incompletos. Sujeito a grandes alterações.,440.0,0.0,3.0,,1.0,0.0,2.0,8.0,22.0,1.0,38.0,365.0,440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,440.0,0.0,0.0,0.0,0.0,0.0
2020-11-24,0,Brasil,País,obitocovid,casos,Total,2020,47,2020W47,Dados incompletos. Sujeito a grandes alterações.,70.0,0.0,0.0,,0.0,1.0,0.0,2.0,7.0,0.0,9.0,51.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0
