data de publicação,UF,Unidade da Federação,Tipo,dado,escala,Ano epidemiológico,Semana epidemiológica,Situação do dado,Casos semanais reportados até a última atualização,limite inferior da estimativa,casos estimados,média móvel,limite superior da estimativa,Percentual em relação ao país,População,limiar pré-epidêmico,intensidade alta,intensidade muito alta,nível semanal,nível por média móvel
2020-11-04,0,Brasil,País,srag,casos,2009,26,Dado estável. Sujeito a pequenas alterações.,571.0,,,566.0,,100.0,193543969,512.9999999999993,1345.9999999999993,1856.9999999999993,valor epidêmico,Amarelo
2020-11-04,0,Brasil,País,srag,casos,2009,27,Dado estável. Sujeito a pequenas alterações.,634.0,,,988.0,,100.0,193543969,512.9999999999993,1345.9999999999993,1856.9999999999993,valor epidêmico,Amarelo
2020-11-04,0,Brasil,País,srag,casos,2009,28,Dado estável. Sujeito a pequenas alterações.,1758.0,,,2052.0,,100.0,193543969,512.9999999999993,1345.9999999999993,1856.9999999999993,valor muito alto,Vermelho
2020-11-04,0,Brasil,País,srag,casos,2009,29,Dado estável. Sujeito a pequenas alterações.,3763.0,,,4339.0,,100.0,193543969,512.9999999999993,1345.9999999999993,1856.9999999999993,valor muito alto,Vermelho
2020-11-04,0,Brasil,País,srag,casos,2009,30,Dado estável. Sujeito a pequenas alterações.,7496.0,,,7776.0,,100.0,193543969,512.9999999999993,1345.9999999999993,1856.9999999999993,valor muito alto,Vermelho
2020-11-04,0,Brasil,País,srag,casos,2009,31,Dado estável. Sujeito a pequenas alterações.,12069.0,,,10370.0,,100.0,193543969,512.9999999999993,1345.9999999999993,1856.9999999999993,valor muito alto,Vermelho
2020-11-04,0,Brasil,País,srag,casos,2009,32,Dado estável. Sujeito a pequenas alterações.,11546.0,,,10708.0,,100.0,193543969,512.9999999999993,1345.9999999999993,1856.9999999999993,valor muito alto,Vermelho
2020-11-04,0,Brasil,País,srag,casos,2009,33,Dado estável. Sujeito a pequenas alterações.,8508.0,,,9549.0,,100.0,193543969,512.9999999999993,1345.9999999999993,1856.9999999999993,valor muito alto,Vermelho
2020-11-04,0,Brasil,País,srag,casos,2009,34,Dado estável. Sujeito a pequenas alterações.,8594.0,,,8386.0,,100.0,193543969,512.9999999999993,1345.9999999999993,1856.9999999999993,valor muito alto,Vermelho
2020-11-04,0,Brasil,País,srag,casos,2009,35,Dado estável. Sujeito a pequenas alterações.,8056.0,,,7717.0,,100.0,193543969,512.9999999999993,1345.9999999999993,1856.9999999999993,valor muito alto,Vermelho
2020-11-04,0,Brasil,País,srag,casos,2009,36,Dado estável. Sujeito a pequenas alterações.,6502.0,,,6834.0,,100.0,193543969,512.9999999999993,1345.9999999999993,1856.9999999999993,valor muito alto,Vermelho
2020-11-04,0,Brasil,País,srag,casos,2009,37,Dado estável. Sujeito a pequenas alterações.,5943.0,,,5802.0,,100.0,193543969,512.9999999999993,1345.9999999999993,1856.9999999999993,valor muito alto,Vermelho
2020-11-04,0,Brasil,País,srag,casos,2009,38,Dado estável. Sujeito a pequenas alterações.,4961.0,,,4919.0,,100.0,193543969,512.9999999999993,1345.9999999999993,1856.9999999999993,valor muito alto,Vermelho
2020-11-04,0,Brasil,País,srag,casos,2009,39,Dado estável. Sujeito a pequenas alterações.,3852.0,,,3860.0,,100.0,193543969,512.9999999999993,1345.9999999999993,1856.9999999999993,valor muito alto,Vermelho
2020-11-04,0,Brasil,País,srag,casos,2009,40,Dado estável. Sujeito a pequenas alterações.,2766.0,,,2891.0,,100.0,193543969,512.9999999999993,1345.9999999999993,1856.9999999999993,valor muito alto,Vermelho
2020-11-04,0,Brasil,País,srag,casos,2009,41,Dado estável. Sujeito a pequenas alterações.,2055.0,,,2239.0,,100.0,193543969,512.9999999999993,1345.9999999999993,1856.9999999999993,valor muito alto,Vermelho
2020-11-04,0,Brasil,País,srag,casos,2009,42,Dado estável. Sujeito a pequenas alterações.,1896.0,,,1843.0,,100.0,193543969,512.9999999999993,1345.9999999999993,1856.9999999999993,valor muito alto,Vermelho
2020-11-04,0,Brasil,País,srag,casos,2009,43,Dado estável. Sujeito a pequenas alterações.,1578.0,,,1594.0,,100.0,193543969,512.9999999999993,1345.9999999999993,1856.9999999999993,valor alto,Vermelho
2020-11-04,0,Brasil,País,srag,casos,2009,44,Dado estável. Sujeito a pequenas alterações.,1307.0,,,1313.0,,100.0,193543969,512.9999999999993,1345.9999999999993,1856.9999999999993,valor alto,Amarelo
2020-11-04,0,Brasil,País,srag,casos,2009,45,Dado estável. Sujeito a pequenas alterações.,1054.0,,,1071.0,,100.0,193543969,512.9999999999993,1345.9999999999993,1856.9999999999993,valor epidêmico,Amarelo
2020-11-04,0,Brasil,País,srag,casos,2009,46,Dado estável. Sujeito a pequenas alterações.,853.0,,,899.0,,100.0,193543969,512.9999999999993,1345.9999999999993,1856.9999999999993,valor epidêmico,Amarelo
2020-11-04,0,Brasil,País,srag,casos,2009,47,Dado estável. Sujeito a pequenas alterações.,791.0,,,835.0,,100.0,193543969,512.9999999999993,1345.9999999999993,1856.9999999999993,valor epidêmico,Amarelo
2020-11-04,0,Brasil,País,srag,casos,2009,48,Dado estável. Sujeito a pequenas alterações.,862.0,,,800.0,,100.0,193543969,512.9999999999993,1345.9999999999993,1856.9999999999993,valor epidêmico,Amarelo
2020-11-04,0,Brasil,País,srag,casos,2009,49,Dado estável. Sujeito a pequenas alterações.,747.0,,,746.0,,100.0,193543969,512.9999999999993,1345.9999999999993,1856.9999999999993,valor epidêmico,Amarelo
2020-11-04,0,Brasil,País,srag,casos,2009,50,Dado estável. Sujeito a pequenas alterações.,628.0,,,624.0,,100.0,193543969,512.9999999999993,1345.9999999999993,1856.9999999999993,valor epidêmico,Amarelo
2020-11-04,0,Brasil,País,srag,casos,2009,51,Dado estável. Sujeito a pequenas alterações.,498.0,,,476.0,,100.0,193543969,512.9999999999993,1345.9999999999993,1856.9999999999993,valor epidêmico,Verde
2020-11-04,0,Brasil,País,srag,casos,2009,52,Dado estável. Sujeito a pequenas alterações.,301.0,,,325.0,,100.0,193543969,512.9999999999993,1345.9999999999993,1856.9999999999993,valor baixo,Verde
2020-11-04,0,Brasil,País,sragflu,casos,2009,1,Dado estável. Sujeito a pequenas alterações.,0.0,,,,,,193543969,59.99999999999999,115.0,155.99999999999997,valor baixo,
2020-11-04,0,Brasil,País,sragflu,casos,2009,2,Dado estável. Sujeito a pequenas alterações.,0.0,,,0.0,,,193543969,59.99999999999999,115.0,155.99999999999997,valor baixo,Verde
2020-11-04,0,Brasil,País,sragflu,casos,2009,3,Dado estável. Sujeito a pequenas alterações.,0.0,,,0.0,,,193543969,59.99999999999999,115.0,155.99999999999997,valor baixo,Verde
2020-11-04,0,Brasil,País,sragflu,casos,2009,4,Dado estável. Sujeito a pequenas alterações.,0.0,,,0.0,,,193543969,59.99999999999999,115.0,155.99999999999997,valor baixo,Verde
2020-11-04,0,Brasil,País,sragflu,casos,2009,5,Dado estável. Sujeito a pequenas alterações.,0.0,,,0.0,,,193543969,59.99999999999999,115.0,155.99999999999997,valor baixo,Verde
2020-11-04,0,Brasil,País,sragflu,casos,2009,6,Dado estável. Sujeito a pequenas alterações.,0.0,,,0.0,,,193543969,59.99999999999999,115.0,155.99999999999997,valor baixo,Verde
2020-11-04,0,Brasil,País,sragflu,casos,2009,7,Dado estável. Sujeito a pequenas alterações.,0.0,,,0.0,,,193543969,59.99999999999999,115.0,155.99999999999997,valor baixo,Verde
2020-11-04,0,Brasil,País,sragflu,casos,2009,8,Dado estável. Sujeito a pequenas alterações.,0.0,,,0.0,,,193543969,59.99999999999999,115.0,155.99999999999997,valor baixo,Verde
2020-11-04,0,Brasil,País,sragflu,casos,2009,9,Dado estável. Sujeito a pequenas alterações.,0.0,,,0.0,,,193543969,59.99999999999999,115.0,155.99999999999997,valor baixo,Verde
2020-11-04,0,Brasil,País,sragflu,casos,2009,10,Dado estável. Sujeito a pequenas alterações.,0.0,,,0.0,,,193543969,59.99999999999999,115.0,155.99999999999997,valor baixo,Verde
2020-11-04,0,Brasil,País,sragflu,casos,2009,11,Dado estável. Sujeito a pequenas alterações.,0.0,,,0.0,,,193543969,59.99999999999999,115.0,155.99999999999997,valor baixo,Verde
2020-11-04,0,Brasil,País,sragflu,casos,2009,12,Dado estável. Sujeito a pequenas alterações.,0.0,,,0.0,,,193543969,59.99999999999999,115.0,155.99999999999997,valor baixo,Verde
2020-11-04,0,Brasil,País,sragflu,casos,2009,13,Dado estável. Sujeito a pequenas alterações.,0.0,,,0.0,,,193543969,59.99999999999999,115.0,155.99999999999997,valor baixo,Verde
2020-11-04,0,Brasil,País,sragflu,casos,2009,14,Dado estável. Sujeito a pequenas alterações.,0.0,,,0.0,,,193543969,59.99999999999999,115.0,155.99999999999997,valor baixo,Verde
2020-11-04,0,Brasil,País,sragflu,casos,2009,15,Dado estável. Sujeito a pequenas alterações.,0.0,,,1.0,,,193543969,59.99999999999999,115.0,155.99999999999997,valor baixo,Verde
2020-11-04,0,Brasil,País,sragflu,casos,2009,16,Dado estável. Sujeito a pequenas alterações.,2.0,,,3.0,,100.0,193543969,59.99999999999999,115.0,155.99999999999997,valor baixo,Verde
2020-11-04,0,Brasil,País,sragflu,casos,2009,17,Dado estável. Sujeito a pequenas alterações.,6.0,,,6.0,,100.0,193543969,59.99999999999999,115.0,155.99999999999997,valor baixo,Verde
2020-11-04,0,Brasil,País,sragflu,casos,2009,18,Dado estável. Sujeito a pequenas alterações.,10.0,,,8.0,,100.0,193543969,59.99999999999999,115.0,155.99999999999997,valor baixo,Verde
2020-11-04,0,Brasil,País,sragflu,casos,2009,19,Dado estável. Sujeito a pequenas alterações.,8.0,,,8.0,,100.0,193543969,59.99999999999999,115.0,155.99999999999997,valor baixo,Verde
2020-11-04,0,Brasil,País,sragflu,casos,2009,20,Dado estável. Sujeito a pequenas alterações.,7.0,,,7.0,,100.0,193543969,59.99999999999999,115.0,155.99999999999997,valor baixo,Verde
2020-11-04,0,Brasil,País,sragflu,casos,2009,21,Dado estável. Sujeito a pequenas alterações.,6.0,,,11.0,,100.0,193543969,59.99999999999999,115.0,155.99999999999997,valor baixo,Verde
2020-11-04,0,Brasil,País,sragflu,casos,2009,22,Dado estável. Sujeito a pequenas alterações.,20.0,,,18.0,,100.0,193543969,59.99999999999999,115.0,155.99999999999997,valor baixo,Verde
2020-11-04,0,Brasil,País,sragflu,casos,2009,23,Dado estável. Sujeito a pequenas alterações.,28.0,,,51.0,,100.0,193543969,59.99999999999999,115.0,155.99999999999997,valor baixo,Verde
2020-11-04,0,Brasil,País,sragflu,casos,2009,24,Dado estável. Sujeito a pequenas alterações.,104.0,,,126.0,,100.0,193543969,59.99999999999999,115.0,155.99999999999997,valor epidêmico,Vermelho
2020-11-04,0,Brasil,País,sragflu,casos,2009,25,Dado estável. Sujeito a pequenas alterações.,245.0,,,219.0,,100.0,193543969,59.99999999999999,115.0,155.99999999999997,valor muito alto,Vermelho
2020-11-04,0,Brasil,País,sragflu,casos,2009,26,Dado estável. Sujeito a pequenas alterações.,307.0,,,310.0,,100.0,193543969,59.99999999999999,115.0,155.99999999999997,valor muito alto,Vermelho
2020-11-04,0,Brasil,País,sragflu,casos,2009,27,Dado estável. Sujeito a pequenas alterações.,377.0,,,602.0,,100.0,193543969,59.99999999999999,115.0,155.99999999999997,valor muito alto,Vermelho
2020-11-04,0,Brasil,País,sragflu,casos,2009,28,Dado estável. Sujeito a pequenas alterações.,1123.0,,,1301.0,,100.0,193543969,59.99999999999999,115.0,155.99999999999997,valor muito alto,Vermelho
2020-11-04,0,Brasil,País,sragflu,casos,2009,29,Dado estável. Sujeito a pequenas alterações.,2403.0,,,2810.0,,100.0,193543969,59.99999999999999,115.0,155.99999999999997,valor muito alto,Vermelho
2020-11-04,0,Brasil,País,sragflu,casos,2009,30,Dado estável. Sujeito a pequenas alterações.,4903.0,,,5047.0,,100.0,193543969,59.99999999999999,115.0,155.99999999999997,valor muito alto,Vermelho
2020-11-04,0,Brasil,País,sragflu,casos,2009,31,Dado estável. Sujeito a pequenas alterações.,7834.0,,,6620.0,,100.0,193543969,59.99999999999999,115.0,155.99999999999997,valor muito alto,Vermelho
2020-11-04,0,Brasil,País,sragflu,casos,2009,32,Dado estável. Sujeito a pequenas alterações.,7124.0,,,6625.0,,100.0,193543969,59.99999999999999,115.0,155.99999999999997,valor muito alto,Vermelho
2020-11-04,0,Brasil,País,sragflu,casos,2009,33,Dado estável. Sujeito a pequenas alterações.,4917.0,,,5740.0,,100.0,193543969,59.99999999999999,115.0,155.99999999999997,valor muito alto,Vermelho
2020-11-04,0,Brasil,País,sragflu,casos,2009,34,Dado estável. Sujeito a pequenas alterações.,5179.0,,,4944.0,,100.0,193543969,59.99999999999999,115.0,155.99999999999997,valor muito alto,Vermelho
2020-11-04,0,Brasil,País,sragflu,casos,2009,35,Dado estável. Sujeito a pequenas alterações.,4735.0,,,4604.0,,100.0,193543969,59.99999999999999,115.0,155.99999999999997,valor muito alto,Vermelho
2020-11-04,0,Brasil,País,sragflu,casos,2009,36,Dado estável. Sujeito a pequenas alterações.,3897.0,,,4088.0,,100.0,193543969,59.99999999999999,115.0,155.99999999999997,valor muito alto,Vermelho
2020-11-04,0,Brasil,País,sragflu,casos,2009,37,Dado estável. Sujeito a pequenas alterações.,3632.0,,,3532.0,,100.0,193543969,59.99999999999999,115.0,155.99999999999997,valor muito alto,Vermelho
2020-11-04,0,Brasil,País,sragflu,casos,2009,38,Dado estável. Sujeito a pequenas alterações.,3068.0,,,3020.0,,100.0,193543969,59.99999999999999,115.0,155.99999999999997,valor muito alto,Vermelho
2020-11-04,0,Brasil,País,sragflu,casos,2009,39,Dado estável. Sujeito a pequenas alterações.,2359.0,,,2380.0,,100.0,193543969,59.99999999999999,115.0,155.99999999999997,valor muito alto,Vermelho
2020-11-04,0,Brasil,País,sragflu,casos,2009,40,Dado estável. Sujeito a pequenas alterações.,1712.0,,,1750.0,,100.0,193543969,59.99999999999999,115.0,155.99999999999997,valor muito alto,Vermelho
2020-11-04,0,Brasil,País,sragflu,casos,2009,41,Dado estável. Sujeito a pequenas alterações.,1180.0,,,1330.0,,100.0,193543969,59.99999999999999,115.0,155.99999999999997,valor muito alto,Vermelho
2020-11-04,0,Brasil,País,sragflu,casos,2009,42,Dado estável. Sujeito a pequenas alterações.,1097.0,,,1060.0,,100.0,193543969,59.99999999999999,115.0,155.99999999999997,valor muito alto,Vermelho
2020-11-04,0,Brasil,País,sragflu,casos,2009,43,Dado estável. Sujeito a pequenas alterações.,904.0,,,883.0,,100.0,193543969,59.99999999999999,115.0,155.99999999999997,valor muito alto,Vermelho
2020-11-04,0,Brasil,País,sragflu,casos,2009,44,Dado estável. Sujeito a pequenas alterações.,648.0,,,698.0,,100.0,193543969,59.99999999999999,115.0,155.99999999999997,valor muito alto,Vermelho
2020-11-04,0,Brasil,País,sragflu,casos,2009,45,Dado estável. Sujeito a pequenas alterações.,542.0,,,539.0,,100.0,193543969,59.99999999999999,115.0,155.99999999999997,valor muito alto,Vermelho
2020-11-04,0,Brasil,País,sragflu,casos,2009,46,Dado estável. Sujeito a pequenas alterações.,426.0,,,446.0,,100.0,193543969,59.99999999999999,115.0,155.99999999999997,valor muito alto,Vermelho
2020-11-04,0,Brasil,País,sragflu,casos,2009,47,Dado estável. Sujeito a pequenas alterações.,369.0,,,390.0,,100.0,193543969,59.99999999999999,115.0,155.99999999999997,valor muito alto,Vermelho
2020-11-04,0,Brasil,País,sragflu,casos,2009,48,Dado estável. Sujeito a pequenas alterações.,375.0,,,347.0,,100.0,193543969,59.99999999999999,115.0,155.99999999999997,valor muito alto,Vermelho
2020-11-04,0,Brasil,País,sragflu,casos,2009,49,Dado estável. Sujeito a pequenas alterações.,298.0,,,314.0,,100.0,193543969,59.99999999999999,115.0,155.99999999999997,valor muito alto,Vermelho
2020-11-04,0,Brasil,País,sragflu,casos,2009,50,Dado estável. Sujeito a pequenas alterações.,270.0,,,255.0,,100.0,193543969,59.99999999999999,115.0,155.99999999999997,valor muito alto,Vermelho
2020-11-04,0,Brasil,País,sragflu,casos,2009,51,Dado estável. Sujeito a pequenas alterações.,197.0,,,188.0,,100.0,193543969,59.99999999999999,115.0,155.99999999999997,valor muito alto,Vermelho
2020-11-04,0,Brasil,País,sragflu,casos,2009,52,Dado estável. Sujeito a pequenas alterações.,97.0,,,108.0,,100.0,193543969,59.99999999999999,115.0,155.99999999999997,valor epidêmico,Amarelo
2020-11-04,0,Brasil,País,sragcovid,casos,2009,1,Dado estável. Sujeito a pequenas alterações.,0.0,,,,,,193543969,59.99999999999999,115.0,155.99999999999997,valor baixo,
2020-11-04,0,Brasil,País,sragcovid,casos,2009,2,Dado estável. Sujeito a pequenas alterações.,0.0,,,0.0,,,193543969,59.99999999999999,115.0,155.99999999999997,valor baixo,Verde
2020-11-04,0,Brasil,País,sragcovid,casos,2009,3,Dado estável. Sujeito a pequenas alterações.,0.0,,,0.0,,,193543969,59.99999999999999,115.0,155.99999999999997,valor baixo,Verde
2020-11-04,0,Brasil,País,sragcovid,casos,2009,4,Dado estável. Sujeito a pequenas alterações.,0.0,,,0.0,,,193543969,59.99999999999999,115.0,155.99999999999997,valor baixo,Verde
2020-11-04,0,Brasil,País,sragcovid,casos,2009,5,Dado estável. Sujeito a pequenas alterações.,0.0,,,0.0,,,193543969,59.99999999999999,115.0,155.99999999999997,valor baixo,Verde
2020-11-04,0,Brasil,País,sragcovid,casos,2009,6,Dado estável. Sujeito a pequenas alterações.,0.0,,,0.0,,,193543969,59.99999999999999,115.0,155.99999999999997,valor baixo,Verde
2020-11-04,0,Brasil,País,sragcovid,casos,2009,7,Dado estável. Sujeito a pequenas alterações.,0.0,,,0.0,,,193543969,59.99999999999999,115.0,155.99999999999997,valor baixo,Verde
2020-11-04,0,Brasil,País,sragcovid,casos,2009,8,Dado estável. Sujeito a pequenas alterações.,0.0,,,0.0,,,193543969,59.99999999999999,115.0,155.99999999999997,valor baixo,Verde
2020-11-04,0,Brasil,País,sragcovid,casos,2009,9,Dado estável. Sujeito a pequenas alterações.,0.0,,,0.0,,,193543969,59.99999999999999,115.0,155.99999999999997,valor baixo,Verde
2020-11-04,0,Brasil,País,sragcovid,casos,2009,10,Dado estável. Sujeito a pequenas alterações.,0.0,,,0.0,,,193543969,59.99999999999999,115.0,155.99999999999997,valor baixo,Verde
2020-11-04,0,Brasil,País,sragcovid,casos,2009,11,Dado estável. Sujeito a pequenas alterações.,0.0,,,0.0,,,193543969,59.99999999999999,115.0,155.99999999999997,valor baixo,Verde
2020-11-04,0,Brasil,País,sragcovid,casos,2009,12,Dado estável. Sujeito a pequenas alterações.,0.0,,,0.0,,,193543969,59.99999999999999,115.0,155.99999999999997,valor baixo,Verde
2020-11-04,0,Brasil,País,sragcovid,casos,2009,13,Dado estável. Sujeito a pequenas alterações.,0.0,,,0.0,,,193543969,59.99999999999999,115.0,155.99999999999997,valor baixo,Verde
2020-11-04,0,Brasil,País,sragcovid,casos,2009,14,Dado estável. Sujeito a pequenas alterações.,0.0,,,0.0,,,193543969,59.99999999999999,115.0,155.99999999999997,valor baixo,Verde
2020-11-04,0,Brasil,País,sragcovid,casos,2009,15,Dado estável. Sujeito a pequenas alterações.,0.0,,,0.0,,,193543969,59.99999999999999,115.0,155.99999999999997,valor baixo,Verde
2020-11-04,0,Brasil,País,sragcovid,casos,2009,16,Dado estável. Sujeito a pequenas alterações.,0.0,,,0.0,,,193543969,59.99999999999999,115.0,155.99999999999997,valor baixo,Verde
2020-11-04,0,Brasil,País,sragcovid,casos,2009,17,Dado estável. Sujeito a pequenas alterações.,0.0,,,0.0,,,193543969,59.99999999999999,115.0,155.99999999999997,valor baixo,Verde
2020-11-04,0,Brasil,País,sragcovid,casos,2009,18,Dado estável. Sujeito a pequenas alterações.,0.0,,,0.0,,,193543969,59.99999999999999,115.0,155.99999999999997,valor baixo,Verde
2020-11-04,0,Brasil,País,sragcovid,casos,2009,19,Dado estável. Sujeito a pequenas alterações.,0.0,,,0.0,,,193543969,59.99999999999999,115.0,155.99999999999997,valor baixo,Verde
2020-11-04,0,Brasil,País,sragcovid,casos,2009,20,Dado estável. Sujeito a pequenas alterações.,0.0,,,0.0,,,193543969,59.99999999999999,115.0,155.99999999999997,valor baixo,Verde
2020-11-04,0,Brasil,País,sragcovid,casos,2009,21,Dado estável. Sujeito a pequenas alterações.,0.0,,,0.0,,,193543969,59.99999999999999,115.0,155.99999999999997,valor baixo,Verde
2020-11-04,0,Brasil,País,sragcovid,casos,2009,22,Dado estável. Sujeito a pequenas alterações.,0.0,,,0.0,,,193543969,59.99999999999999,115.0,155.99999999999997,valor baixo,Verde
2020-11-04,0,Brasil,País,sragcovid,casos,2009,23,Dado estável. Sujeito a pequenas alterações.,0.0,,,0.0,,,193543969,59.99999999999999,115.0,155.99999999999997,valor baixo,Verde
2020-11-04,0,Brasil,País,sragcovid,casos,2009,24,Dado estável. Sujeito a pequenas alterações.,0.0,,,0.0,,,193543969,59.99999999999999,115.0,155.99999999999997,valor baixo,Verde
2020-11-04,0,Brasil,País,sragcovid,casos,2009,25,Dado estável. Sujeito a pequenas alterações.,0.0,,,0.0,,,193543969,59.99999999999999,115.0,155.99999999999997,valor baixo,Verde
2020-11-04,0,Brasil,País,sragcovid,casos,2009,26,Dado estável. Sujeito a pequenas alterações.,0.0,,,0.0,,,193543969,59.99999999999999,115.0,155.99999999999997,valor baixo,Verde
2020-11-04,0,Brasil,País,sragcovid,casos,2009,27,Dado estável. Sujeito a pequenas alterações.,0.0,,,0.0,,,193543969,59.99999999999999,115.0,155.99999999999997,valor baixo,Verde
2020-11-04,0,Brasil,País,sragcovid,casos,2009,28,Dado estável. Sujeito a pequenas alterações.,0.0,,,0.0,,,193543969,59.99999999999999,115.0,155.99999999999997,valor baixo,Verde
2020-11-04,0,Brasil,País,sragcovid,casos,2009,29,Dado estável. Sujeito a pequenas alterações.,0.0,,,0.0,,,193543969,59.99999999999999,115.0,155.99999999999997,valor baixo,Verde
2020-11-04,0,Brasil,País,sragcovid,casos,2009,30,Dado estável. Sujeito a pequenas alterações.,0.0,,,0.0,,,193543969,59.99999999999999,115.0,155.99999999999997,valor baixo,Verde
2020-11-04,0,Brasil,País,sragcovid,casos,2009,31,Dado estável. Sujeito a pequenas alterações.,0.0,,,0.0,,,193543969,59.99999999999999,115.0,155.99999999999997,valor baixo,Verde
